Reviews,Stars,Date,Country,Verified,corpus
"✅ Verified Review |  Flew British Airways from London Heathrow to Johannesburg. Plane at T5 Satellite C, so used B Galleries Lounge, which was quiet and pleasant. Efficient boarding, seats 50J/K on upper deck, which provided good privacy despite proximity to toilets. Mixed crew FAs and ours were young and enthusiastic. In-flight service good, with a notable improvement in the quality of food, i.e., courses delivered individually to seats and main courses not cooked to a crisp. IFE lagging behind that offered by competitors, with small screens and limited movies. Breakfast included four hot options which were more palatable than usual. Overall, a good flight, although we look forward to promised improvements in 2018.",1,2017-11-17, United Kingdom ,False,review flew british airway london heathrow johannesburg plane satellite c used b gallery lounge quiet pleasant efficient boarding seat j k upper deck provided good privacy despite proximity toilet mixed crew fa young enthusiastic flight service good notable improvement quality food e course delivered individually seat main course cooked crisp ife lagging behind offered competitor small screen limited movie breakfast included four hot option palatable usual overall good flight although look forward promised improvement
"✅ Verified Review | London Heathrow to Brussels. I had to travel for a surgery that had to be done in Belgium. Going there the staff at check-in in were amazing, as I had missed my plane she did everything possible for me to be on the next flight at a good price. However coming back to London the staff were quite rude and not acknowledging. I got on the plane and asked if I could have help to place my hand luggage into the locker as I could not carry anything nor lift my hand due to my operation. The first staff member at the entrance told me that I had to ask a member of staff closer to my seat, if no one could help then he will try to come. So that’s what I did, but the member of staff refused as she told me that she wasn’t allowed to carry a bag unless I help her and even after explaining the situation, she just ignored it and just left me alone with my suitcase. Luckily another passenger heard me and carried my bag to the top and helped my get it down at the end. I work in retail and I know about customer service but very disappointed with my expirience coming back especially on the plane. I am very angry by this situation and next time I will think twice before choosing the company again.",3,2017-11-17, United Kingdom ,False,review london heathrow brussels travel surgery done belgium going staff check amazing missed plane everything possible next flight good price however coming back london staff quite rude acknowledging got plane asked could help place hand luggage locker could carry anything lift hand due operation first staff member entrance told ask member staff closer seat one could help try come member staff refused told allowed carry bag unless help even explaining situation ignored left alone suitcase luckily another passenger heard carried bag top helped get end work retail know customer service disappointed expirience coming back especially plane angry situation next time think twice choosing company
"✅ Verified Review |  
Flew London to San Francisco. British Airways provided a functional, disinterested service on this ten hour flight. We were given what was necessary and certainly no more. Ignored for five hours, not even a glass of water offered and it was made clear that the staff were happy to do the bare minimum and no more. If you have to go with British Airways, do, but if you can avoid them then I would. In the interest of fairness I have informed the customer service team at British Airways of my experience - so far I have been ignored hence writing this review.",1,2017-11-17, United Kingdom ,False,review flew london san francisco british airway provided functional disinterested service ten hour flight given necessary certainly ignored five hour even glass water offered made clear staff happy bare minimum go british airway avoid would interest fairness informed customer service team british airway experience far ignored hence writing review
"✅ Verified Review |  London Heathrow to Seoul Incheon. I was flying my return leg back to Korea after a Christmas vacation. I had not had a pleasant experience on my initial leg and unfortunately had no better experience on the return. To start with, i was unable to pre order my meal on line due to a technical fault. Having not had my selection available on the outbound leg (in business class!) i wanted to ensure i had something for my return. I couldn't pre book and of course when offered the meal by the cabin crew they had AGAIN run out of 50% of the available selections. Quite disgraceful. I was also unable to check in on line, so i was ""directed"" by staff to use the kiosk at the airport which also did not work. Eventually i made it passed the staff and was allowed to queue for the business class check in. The rest of the airport process after that was smooth. This time i sat at the rear of the business class cabin in the window seat. This meant that I did not have to step over somebody else feet and legs if I wanted to get out of my chair in flight. Of course I had to pay extra $'s for the seat selection in business class - a point which i have made before about being very unhappy about in a premium cabin. The flight was uneventful. On this occasion I had a very warm crew for which I appreciated. Overall I still feel that BA is just too cheap on it's product and this is not an acceptable practice especially in a premium class. Frankly, even though they were the cheaper ticket price by the time I had paid extra for the seat and not had my meal choices available i would have been better off flying another carrier.",9,2017-11-17, South Korea ,False,review london heathrow seoul incheon flying return leg back korea christmas vacation pleasant experience initial leg unfortunately better experience return start unable pre order meal line due technical fault selection available outbound leg business class wanted ensure something return pre book course offered meal cabin crew run available selection quite disgraceful also unable check line directed staff use kiosk airport also work eventually made passed staff allowed queue business class check rest airport process smooth time sat rear business class cabin window seat meant step somebody else foot leg wanted get chair flight course pay extra seat selection business class point made unhappy premium cabin flight uneventful occasion warm crew appreciated overall still feel ba cheap product acceptable practice especially premium class frankly even though cheaper ticket price time paid extra seat meal choice available would better flying another carrier
"✅ Verified Review |  Seoul Incheon to London Heathrow. This was my first flight on BA for many years. As a Brit, I was actually looking forward to flying them in order to return home for Christmas on board the relatively new B787. I was disappointed. The fare I paid on this occasion was relatively good value for a J class cabin - in my view. However, it was extremely disappointing to see that you have to pay to select your seat in J class. I do not know of and have not ever flown another airline which charges you for this and I certainly do not appreciate it. I was seated in row 1 by the window. My first experience in this cabin was a shock when I realised I was looking straight into the face of the passenger sitting next to me. And further that i had to step over the legs of the passenger in row 2 to get into and out from my seat. The tray table did not sit straight when pulled out for service. Even in row 1, by the time the cabin crew came to take my meal order they were already telling me that two of the available options had already run out. This left me taking a Korean option on a flight on BA where the majority of the passengers seemed to be non-Korean. Clearly something wrong with the meal ratios. They offer a serve yourself snack bar in flight. I went to the galley at one point and there was very little available to take food wise - it was mostly just drinks. It also seemed to be a fixed meal time - something else i do not appreciate in business class these days when dine on demand is a far better option for passengers. The IFE selection was nothing more than average. I found the overall selection somewhat limited compared to other carriers. The service and product simply left me feeling that BA is way behind other carriers and I concluded that i would not make a point of flying with them again on a long haul route in a premium cabin.",5,2017-11-16, South Korea ,False,review seoul incheon london heathrow first flight ba many year brit actually looking forward flying order return home christmas board relatively new b disappointed fare paid occasion relatively good value j class cabin view however extremely disappointing see pay select seat j class know ever flown another airline charge certainly appreciate seated row window first experience cabin shock realised looking straight face passenger sitting next step leg passenger row get seat tray table sit straight pulled service even row time cabin crew came take meal order already telling two available option already run left taking korean option flight ba majority passenger seemed non korean clearly something wrong meal ratio offer serve snack bar flight went galley one point little available take food wise mostly drink also seemed fixed meal time something else appreciate business class day dine demand far better option passenger ife selection nothing average found overall selection somewhat limited compared carrier service product simply left feeling ba way behind carrier concluded would make point flying long haul route premium cabin
"✅ Verified Review |  Flew Cape Town to London with British Airways. It’s hard to think of a good thing about this flight. On the outward journey I was in an aisle seat. Next to me was somebody who was too large to comfortably be able to occupy a middle seat. The crew could have helped the poor person out by offering an aisle but they made no attempt. So three people suffered cramped conditions for 11 hours. The food is awful, poor quality and with poor selection of wines - cheap Spanish wine with no choice, the cabin was over heated. It was the most uncomfortable flight I have ever taken. Until my return flight - entertainment system was not working - ancient plane same miserable food. This airline used to be good, now it is awful.",2,2017-11-16, United Kingdom ,False,review flew cape town london british airway hard think good thing flight outward journey aisle seat next somebody large comfortably able occupy middle seat crew could helped poor person offering aisle made attempt three people suffered cramped condition hour food awful poor quality poor selection wine cheap spanish wine choice cabin heated uncomfortable flight ever taken return flight entertainment system working ancient plane miserable food airline used good awful
"✅ Verified Review |  London to Bahrain club world and they certainly like to pack folk into a business class cabin in a 2-4-2 configuration which is out of date and hardly worthy of business class cabin compared to the likes of Qatar, Emirates, Etihad which are far more superior. The plane was old along with a tired cabin and dirty unkempt bathroom basins that had permanent staining which need replacing. On this flight good choice of foods with attentive staff. Cost cutting was in evidence in the amenity bag you get, the presentation of food trays and the personnel service had gone. It's more akin to economy, also a real negative point is your at Heathrows newest terminal & guess what you are transported to your aircraft by buses! A shining example of what is supposed to be a modern airport. This flight is definitely not 5 star and a 3 star rating is where this airline should sit. Plane was delayed 45 mins & arrived 25 mins late so not exactly a good timekeeping record either. IFE was poor with old films that they call new releases, no where near on a par with Qatar Airways.",2,2017-11-15, Saudi Arabia ,False,review london bahrain club world certainly like pack folk business class cabin configuration date hardly worthy business class cabin compared like qatar emirate etihad far superior plane old along tired cabin dirty unkempt bathroom basin permanent staining need replacing flight good choice food attentive staff cost cutting evidence amenity bag get presentation food tray personnel service gone akin economy also real negative point heathrows newest terminal guess transported aircraft bus shining example supposed modern airport flight definitely star star rating airline sit plane delayed min arrived min late exactly good timekeeping record either ife poor old film call new release near par qatar airway
"✅ Verified Review |  London to Philadelphia. Ticket booked was an AMEX companion ticket so effectively family of 4 travelled for £2.5k in business class return so very good value. Positives - B747 on both journeys was refurbished so very clean and great IFE. Cabin quiet and crew amazingly helpful. T5 Lounge fine, flight on time. Bags off very quickly. Negatives - food on on both legs wasn't great. Salad poor and main beef meal very average. Pudding which is normally the show stopper - not great. In previous years food been excellent. Return journey just the same - except for the crew this time being outstandingly helpful. We were travelling with a baby and a toddler and the crew couldn't do enough to help. The real test of the crew was on landing at LHR, we were walking up the jetty and my 3 year old daughter was sick all over me. We were stood on the jetty trying to sort the situation and all the crew after a long flight came to help us. They were amazing. They didn't have to as they were done for the day. BA are getting so much stick at the moment - their hard product is fine if you are redeeming a companion ticket but not if you are paying in excess of £15k. The crew lift this product to a much higher level.",7,2017-11-14, United Kingdom ,False,review london philadelphia ticket booked amex companion ticket effectively family travelled k business class return good value positive b journey refurbished clean great ife cabin quiet crew amazingly helpful lounge fine flight time bag quickly negative food leg great salad poor main beef meal average pudding normally show stopper great previous year food excellent return journey except crew time outstandingly helpful travelling baby toddler crew enough help real test crew landing lhr walking jetty year old daughter sick stood jetty trying sort situation crew long flight came help u amazing done day ba getting much stick moment hard product fine redeeming companion ticket paying excess k crew lift product much higher level
"✅ Verified Review |  British Airways short haul Business Class is nothing more than an economy class seat and maximum 31 inch pitch, with lounge access and a meal thrown in. So is it worth paying three times the cost of an economy ticket? BA recently introduced Business Class on domestic routes and as I got a decent price for booking well in advance, decided to try it out. Checking in was efficient, and the Galleries Club Lounge adequate (no comparison whatsoever with Asian or Middle Eastern Airline lounges). Priority boarding although announced, did not make any difference as economy and business class passengers were in the same queue and confused. Having maneuvered into the cramped seat, I was offered a hot towel as soon as I sat down. I couldn't decide whether to be amused or embarrassed by the new celebrity cast safety video. It was more spot the stars, than listen to the safety instructions. But I guess it was something different BA was trying out. The service on board was surprisingly efficient and swift. Soon after take off, a tasty snack and bar service with premium brands was offered on this one hour flight. The service was good, considering a one hour flight. Despite a Boeing 767, 2x2x2 layout, the cabin felt claustrophobic. To me, this was no different than economy seating, with virtually no leg room. How can this be branded as Business Class? Is the extra cost justified to fly Club Europe? Absolutely not.",7,2017-11-13, United Kingdom ,False,review british airway short haul business class nothing economy class seat maximum inch pitch lounge access meal thrown worth paying three time cost economy ticket ba recently introduced business class domestic route got decent price booking well advance decided try checking efficient gallery club lounge adequate comparison whatsoever asian middle eastern airline lounge priority boarding although announced make difference economy business class passenger queue confused maneuvered cramped seat offered hot towel soon sat decide whether amused embarrassed new celebrity cast safety video spot star listen safety instruction guess something different ba trying service board surprisingly efficient swift soon take tasty snack bar service premium brand offered one hour flight service good considering one hour flight despite boeing x x layout cabin felt claustrophobic different economy seating virtually leg room branded business class extra cost justified fly club europe absolutely
"✅ Verified Review |  I requested Asian vegetarian food both ways including my return flight from Oakland to Gatwick on the 6th November, but I was very disappointed that my requirement was not fulfilled.  I was told that on my connection flight I have to pick up my luggage and then check it again at Phoenix airport for connection flight which I never heard before as normally all the airlines do the checking luggage transfer themselves and passengers just have to do security checks and board the flight. When I reached Phoenix first security took long time to clear then luggage took time to come then I had to go on the different level to check in, then down to go through security again to board my flight. On my return flight from Oakland to Gatwick when I went to the check in luggage I was told by the staff at the desk that TSA will break my lock to check through my luggage, so please keep it unlocked.  I requested Asian vegetarian food but when I got my special meal it was cholesterol fat free diet. When I mentioned this to the staff who gave me this food she said that’s what you asked for but I said sorry I didn’t as on the food label clearly says 18A and my seat no is 18K so how is this my food. She still didn’t believe me instead of apology she said I have to get back on this matter to provide you food as we might not have spare food to offer you. After 15 mins of wait once she serving all the passengers she came to me and told me that if you want I can offer you full English breakfast I said but I am vegetarian she said I don’t have any other option. ",6,2017-11-13, United Kingdom ,False,review requested asian vegetarian food way including return flight oakland gatwick th november disappointed requirement fulfilled told connection flight pick luggage check phoenix airport connection flight never heard normally airline checking luggage transfer passenger security check board flight reached phoenix first security took long time clear luggage took time come go different level check go security board flight return flight oakland gatwick went check luggage told staff desk tsa break lock check luggage please keep unlocked requested asian vegetarian food got special meal cholesterol fat free diet mentioned staff gave food said asked said sorry food label clearly say seat k food still believe instead apology said get back matter provide food might spare food offer min wait serving passenger came told want offer full english breakfast said vegetarian said option
"✅ Verified Review |  Am continually disappointed by British Airways. It seems they are now in a race with Ryanair and easyJet to become the worst carrier in and out of the UK. Flew Düsseldorf to London. Their lounge at DUS is closed but their check-in staff doesn't know that (she sent me up there). I have a connexion at JFK and I showed her the boarding passes but she wouldn't interline my bag to their partner AA and I had to recheck it. Now, not only do they not serve a second meal on the 11-hour flight LHR-LAX, but now they want £2 for a can of coca cola that they pay 15p for. Usually, you should always fly across the ocean on a European carrier, but with BOAC I recommend Finnair or American with their One World alliance. What is the point?",5,2017-11-13, United States ,False,review continually disappointed british airway seems race ryanair easyjet become worst carrier uk flew sseldorf london lounge dus closed check staff know sent connexion jfk showed boarding pass interline bag partner aa recheck serve second meal hour flight lhr lax want coca cola pay p usually always fly across ocean european carrier boac recommend finnair american one world alliance point
"✅ Verified Review |  London to Santiago. Cabin crew generally helpful and friendly. Cabin a bit grubby; crumbs, nuts and grime in evidence. On the flight home as I took my seat I saw a bit of the wrapper of the ear plugs they give out which seemed to have been left over from the previous flight - evidence that whoever wields the vacuum cleaner before the passengers board needs to be a bit more thorough. The alcoholic drinks were all pleasant. The food was of variable quality (as was the coffee) none bad, some a bit mediocre, some good. Many have commented on the somewhat odd seat arrangement and I found it a bit of a palaver to have to carefully step over another, sleeping, passenger's legs trying not to wake them up. The other problem with that configuration is the video screen has to be stowed at take off and landing which means you can't watch it, as you can in economy when the screen is on the back of the seat in front of you. On both flights I found that my screen seemed to be broken and would not lock in position so that I would have to look at it at an angle. I solved the problem by stuffing a rolled up magazine in the hinge bit, but then I had to take it out every time I got out of my seat. Another problem with the configuration is that the storage space is minimal; apart from the overhead lockers there is only a small drawer. And that adds to the litter problem. After you have taken off the polythene wrappers for your headphones and blanket or the paper ring around your napkin, what do you do with it? Er, drop it on the floor? I did manage to sleep quite well, though the pillow you are provided with is very thin. On the flight back they gave me another one when I asked. Another small problem is that there is no individual air conditioning vent for your seat and if you take off your jacket, sweater or whatever, the lack of storage space means it has to go in the overhead locker if you have already filled up the little drawer. And I don't want to seem a bit picky, but although the in-flight entertainment has a good choice of films, the menu system for seeing what they are is a bit irritating; they are all divided into categories such as ""comedy"", ""thrillers"" etc but no A-Z. All in all, it wasn't an unpleasant experience but I would advise BA, if they were interested in my advice, that they need to clean the planes more often and more thoroughly and re-think the seat configuration.",2,2017-11-11, United Kingdom ,False,review london santiago cabin crew generally helpful friendly cabin bit grubby crumb nut grime evidence flight home took seat saw bit wrapper ear plug give seemed left previous flight evidence whoever wields vacuum cleaner passenger board need bit thorough alcoholic drink pleasant food variable quality coffee none bad bit mediocre good many commented somewhat odd seat arrangement found bit palaver carefully step another sleeping passenger leg trying wake problem configuration video screen stowed take landing mean watch economy screen back seat front flight found screen seemed broken would lock position would look angle solved problem stuffing rolled magazine hinge bit take every time got seat another problem configuration storage space minimal apart overhead locker small drawer add litter problem taken polythene wrapper headphone blanket paper ring around napkin er drop floor manage sleep quite well though pillow provided thin flight back gave another one asked another small problem individual air conditioning vent seat take jacket sweater whatever lack storage space mean go overhead locker already filled little drawer want seem bit picky although flight entertainment good choice film menu system seeing bit irritating divided category comedy thriller etc z unpleasant experience would advise ba interested advice need clean plane often thoroughly think seat configuration
"✅ Verified Review |  London to New York JFK in club world. After reading very mixed reviews here, I also saw that BA were upgrading standards on flights to NYC in particular and was looking forward to my flight. Should not have been so optimistic, as this is still a business class that belongs in the 1980's. Aircraft was tatty to be polite about it, worn carpets, seat with various malfunctioning or broken items, washrooms grimy from the word go. Staff tried hard to offer a modicum of good service, but the so called food improvements were really not much better than other premium economy cabins I have flown when I have to pay for the ticket. BA talk a lot about their premium standards, but even when you pay to-dollar for business class the standards are well below even their US counterparts. Complete rip-off sums it up.",1,2017-11-11, United Kingdom ,False,review london new york jfk club world reading mixed review also saw ba upgrading standard flight nyc particular looking forward flight optimistic still business class belongs aircraft tatty polite worn carpet seat various malfunctioning broken item washroom grimy word go staff tried hard offer modicum good service called food improvement really much better premium economy cabin flown pay ticket ba talk lot premium standard even pay dollar business class standard well even u counterpart complete rip sum
"✅ Verified Review |  My wife and I booked two round trip business class air tickets from Johannesburg to Victoria Falls with British Airways / Comair. It turned out that our business class seats were not any different from the seats in the economy class: they had exactly the same width and pitch! Actually, British Airways simply separated several seats in the front from the rest of the aircraft cabin with a curtain, and called this a business class! Moreover, our pre-flight accommodations were not any better than those of the economy class passengers because British Airways does not even have a lodge for business class passengers in Victoria Falls. Yes, during the flight we were served sparkling wine and snacks, but does this difference substantiate my paying for two round trip tickets $1,372 rather than $703, which would have been the cost of the economy class tickets?",8,2017-11-10, United States ,False,review wife booked two round trip business class air ticket johannesburg victoria fall british airway comair turned business class seat different seat economy class exactly width pitch actually british airway simply separated several seat front rest aircraft cabin curtain called business class moreover pre flight accommodation better economy class passenger british airway even lodge business class passenger victoria fall yes flight served sparkling wine snack difference substantiate paying two round trip ticket rather would cost economy class ticket
"✅ Verified Review |  London to Mumbai. The electrics at my seat were not working. This may have been related but the remote control that was completely broken with loose  wires etc. - The call button light kept coming on and off on its own. It was impossible for me to control this and at the time that I did actually want to contact the flight attendant, I had to use my husband's remote control to do so. - Because the connection was loose on my remote, it meant that things were changing on my TV screen without me being able to control it e.g. I would press play on the screen, then the program would pause or start rewinding without me doing anything. Because my remote controller was broken, it would not return properly into the socket and kept 'pinging' back out. This was  annoying when you are trying to relax in your seat. The TV screen was  faulty. The usual 'push and release' button did not work, I had to push the button and then just try to 'pull' the screen, it was very tough. Even the cabin crew could not release it properly. My footrest was very stiff and hard to manoeuvre on my own - my husband had to help every time I wanted to move this. My husbands footrest was  broken - The charging socket at my seat did not work, so I could not charge my phone or laptop for the entire flight. My husbands charging socket also did not work. the flight attendant told me that this was an issue on some of the other seats in our row. This is not related to my seat however the storage unit above my seat/row kept opening throughout the flight. The attendant would shut it and then it would  open, this happened during take off and landing, as well as throughout the flight.  For this level of airline and Club World seat, it is not acceptable that you should have to rely on your personal equipment.  This return flight was the first time that I have flown business class. We have spent tens of thousands of pounds on our American Express card to earn the points required and to generate the companion voucher, for us to be able to fly business class for our honeymoon. Whilst the outbound flight was great, I was very disappointed with the return flight and shocked by the poor quality of the seat. The hostess tried to reset my screen which made no difference and in fact, the situation got worse. Once I had tried to turn on the screen and once it the hostess had attempted a re-set; after that, the screen just kept flicking on and off for the remaining 3.5 hrs of the flight. As you can imagine, it is very annoying to have a screen flick on and off with no way of controlling it. It was impossible to turn the screen off completely.",3,2017-11-10, United Kingdom ,False,review london mumbai electric seat working may related remote control completely broken loose wire etc call button light kept coming impossible control time actually want contact flight attendant use husband remote control connection loose remote meant thing changing tv screen without able control e g would press play screen program would pause start rewinding without anything remote controller broken would return properly socket kept pinging back annoying trying relax seat tv screen faulty usual push release button work push button try pull screen tough even cabin crew could release properly footrest stiff hard manoeuvre husband help every time wanted move husband footrest broken charging socket seat work could charge phone laptop entire flight husband charging socket also work flight attendant told issue seat row related seat however storage unit seat row kept opening throughout flight attendant would shut would open happened take landing well throughout flight level airline club world seat acceptable rely personal equipment return flight first time flown business class spent ten thousand pound american express card earn point required generate companion voucher u able fly business class honeymoon whilst outbound flight great disappointed return flight shocked poor quality seat hostess tried reset screen made difference fact situation got worse tried turn screen hostess attempted set screen kept flicking remaining hr flight imagine annoying screen flick way controlling impossible turn screen completely
"✅ Verified Review |  I travelled to Johannesburg from London Heathrow on Sunday 22nd October on flight BA55 and my husband was meant to travel with my two daughters on the same flight on 23rd October. They were refused boarding on the grounds that children cannot travel with a single parent to South Africa. There was no such requirement on booking the tickets via BA's website and there was no notification of this by the airline at any stage. The requirement is not even on the front page of the embassy's website but well hidden under drop down menus. Usually when there are requirements like for ESTA for entry into US, BA sends a prompt. However, there was nothing in this case. BA had on its system that I (the other parent) had travelled BA already reach Johannesburg a day before. The BA counter staff at the airport refused to help my husband, who was travelling with a 4 and 7 year old with any alternative. Instead they directed to use the website to cancel tickets. After being given the wrong email address first, when finally managed to get in touch with customer relations, they refused to refund the ticket cost, only refunded taxes 25% of total. The overall service and the way it was dealt was extremely stressful at the airport and off-putting. They said they would use the complain to improve their processes but will not refund in excess of GBP 2k in tickets as they were cancelled prior to the flights upon refused boarding even the return flights and not within 24hrs of booking. Other airlines offer alternatives but here the attitude was extremely dismissive, even though both my husband and I are frequent travellers and have Silver cards of their Executive program. I will avoid travelling BA even for work after this event. Have received better treatment from low cost airlines in the past.",3,2017-11-09, United Kingdom ,False,review travelled johannesburg london heathrow sunday nd october flight ba husband meant travel two daughter flight rd october refused boarding ground child cannot travel single parent south africa requirement booking ticket via ba website notification airline stage requirement even front page embassy website well hidden drop menu usually requirement like esta entry u ba sends prompt however nothing case ba system parent travelled ba already reach johannesburg day ba counter staff airport refused help husband travelling year old alternative instead directed use website cancel ticket given wrong email address first finally managed get touch customer relation refused refund ticket cost refunded tax total overall service way dealt extremely stressful airport putting said would use complain improve process refund excess gbp k ticket cancelled prior flight upon refused boarding even return flight within hr booking airline offer alternative attitude extremely dismissive even though husband frequent traveller silver card executive program avoid travelling ba even work event received better treatment low cost airline past
"✅ Verified Review |  Heathrow to Lyon. The worst customer service I have ever experienced! I arrived at the airport a good 2 hours before the flight only to be told that the flight is overbooked and that I could not check in. After a long wait to ascertain if anyone will not be turning up, I was told I can go on a different flight - the problem being that the only available flight was the one going out the following morning. So I missed a whole day's business meeting and was forced to do the round trip home and back to the airport in a matter of one day. When I queried the fact that I was unable to board I was told that overselling the flight was normal - ""all airlines do it"". The fact that all of them do it of course is not a justification nor explanation. I was casually advised to read the small print in the future. On the way back from my destination, in order to avoid the same thing happening, I decided to check in online 24 hours before. However, I was again denied a check in and was put on a stand by. Apparently, the return flight is overbooked again! I do not understand how it is possible that the product/service that I have purchased, I can not use. How can it be legal that the company has no responsibility to honour their contractual obligation to provide me the service that I have duly purchased a good 4 months in advance!!!! The disregard for its customers and the sheer arrogance of this huge, inept company is beyond pale! On top of that, the company's decision to no longer serve coffee/tea and food on board is unacceptable. The BA has made a foolish decision to behave like a budget airline but still keep charging premium prices. I certainly will never travel the BA ever again!",6,2017-11-08, United Kingdom ,False,review heathrow lyon worst customer service ever experienced arrived airport good hour flight told flight overbooked could check long wait ascertain anyone turning told go different flight problem available flight one going following morning missed whole day business meeting forced round trip home back airport matter one day queried fact unable board told overselling flight normal airline fact course justification explanation casually advised read small print future way back destination order avoid thing happening decided check online hour however denied check put stand apparently return flight overbooked understand possible product service purchased use legal company responsibility honour contractual obligation provide service duly purchased good month advance disregard customer sheer arrogance huge inept company beyond pale top company decision longer serve coffee tea food board unacceptable ba made foolish decision behave like budget airline still keep charging premium price certainly never travel ba ever
"✅ Verified Review |  Absolutely appalling service from BA! I booked seats with extra leg room with a BA representative to ensure I was getting the seats we needed. On arrival at the aircraft we did not have those seats, our return flight was the same. So I applied for a refund, after a lot of back and forth with BA they started paying it back, in drips and drabs, not the full amount - so far I have received half of the amount owed! I traveled 6 months ago - I have called a dozen times, emailed and filled out forms and the last I heard was that someone would contact me and would sort this matter out - no one has called back in 2 months now. When I call they say “you can’t chase anymore, You have to await for someone to call you” BA you are a disgrace, I have been patient and you have done nothing! Worst airline I have ever had to deal with!",6,2017-11-07, United Kingdom ,False,review absolutely appalling service ba booked seat extra leg room ba representative ensure getting seat needed arrival aircraft seat return flight applied refund lot back forth ba started paying back drip drab full amount far received half amount owed traveled month ago called dozen time emailed filled form last heard someone would contact would sort matter one called back month call say chase anymore await someone call ba disgrace patient done nothing worst airline ever deal
"✅ Verified Review |  Kingston to London Gatwick. It was my first time flying with British Airways and to be very honest, it is my last time ever flying with them. I had a horrid experience going to my destination as well as coming back from my destination. ",2,2017-11-06, United Kingdom ,False,review kingston london gatwick first time flying british airway honest last time ever flying horrid experience going destination well coming back destination
"✅ Verified Review |  Heathrow to Barcelona. Reliable. No longer feels like travelling with a premium airline. Very functional, but unfortunately at a cost. Flight took off late, because luggage for a passenger needed to be off loaded, however arrived on time in Barcelona. Excellent information from the flight deck. Cabin crew robotic and lacked personality. Enough has already been said about charges for food and drink. Overall falling well below the standards of the competition. Great pity really.",5,2017-11-05, United Kingdom ,False,review heathrow barcelona reliable longer feel like travelling premium airline functional unfortunately cost flight took late luggage passenger needed loaded however arrived time barcelona excellent information flight deck cabin crew robotic lacked personality enough already said charge food drink overall falling well standard competition great pity really
"✅ Verified Review |  Singapore to London. My feedback seems to mirror many other users here - BA standards are just getting worse and worse, and I am talking about business class which I thought they would maintain? The cabin interior was worn and quite grubby, the seats terrible and now must be one of the poorest for long haul business class. The meal and presentation is really a joke, and on my previous long haul biz trip I got better food in Lufthansa premium economy. Cabin staff were quite friendly although they do hide in the galley a lot. Chatted to one of them who said so many customers are complaining and even deserting BA because of the fall in standards - I'm not surprised and I for one would not use them again for long haul. Time for senior management changes, as the present CEO clearly has no clue how to run what was once a premium airline. Now, they do little more than a low-cost and easyjet for one is far superior and nicer for short hops in Europe.",8,2017-11-04, United Kingdom ,False,review singapore london feedback seems mirror many user ba standard getting worse worse talking business class thought would maintain cabin interior worn quite grubby seat terrible must one poorest long haul business class meal presentation really joke previous long haul biz trip got better food lufthansa premium economy cabin staff quite friendly although hide galley lot chatted one said many customer complaining even deserting ba fall standard surprised one would use long haul time senior management change present ceo clearly clue run premium airline little low cost easyjet one far superior nicer short hop europe
"✅ Verified Review | British Airways appear to be taking positive steps to lift their game. The service on this flight was flight was materially better than that previously experienced. The quality of the food served had lifted materially. The staff were helpful. The big downside is that Club Europe sets remains stock standard economy seats - with the middle seat blocked off. The pitch is tight - too tight in my view. Another couple of centimetres would be welcome. Overall, a better BA experience.",2,2017-11-03, Australia ,False,review british airway appear taking positive step lift game service flight flight materially better previously experienced quality food served lifted materially staff helpful big downside club europe set remains stock standard economy seat middle seat blocked pitch tight tight view another couple centimetre would welcome overall better ba experience
"✅ Verified Review |  Heathrow to Dubai. This is a warning of what to expect from British Airways . If they continue to treat passengers this way I can see the airline very quickly getting into difficulty. The reply I got from the airline below just brushed all the issues I raised under the carpet. Living in Egypt for 10 years I became I frequent flyer with Egyptair. If I wanted to change the date of travel with them they only charged me £60. BA want to charge me over £500 and because I wanted to cancel my flight and go with a better airline they were only prepared to give me a £9.50 refund even though I would have given them over 2 months notice. This airline is on my black list, makes me ashamed to think this is my national airline, but never again will I book another flight with BA. There was no priority seat booking unless I paid another £38 extra. There was no priority boarding. I booked seat 23D but this was mysteriously changed at check in to 24E. BA emailed me to confirm a change in the booking but did not say what that change was. I did not make any changes. In premium economy I was wedged in like a sardine in a seat that is only 1"" wider than economy with a few inches extra leg room. Is this some kind of joke? I had to double check that I wasn't in economy as there is only one seat difference in a row. The tough chicken meal was diabolical. The cabin light over the bulkhead luggage bins was jammed on and would not go out so no sleep whatsoever. I really do not see the necessity for this light anyhow as the non smoking lights and tv screen light give emit sufficient light anyway. I ended up paying £300 extra for nothing and am extremely disappointed with this flight. A few days previously I flew premium Economy with Virgin Atlantic return from Barbados and the difference between BA and Virgin is worlds apart.",1,2017-11-02, United Arab Emirates ,False,review heathrow dubai warning expect british airway continue treat passenger way see airline quickly getting difficulty reply got airline brushed issue raised carpet living egypt year became frequent flyer egyptair wanted change date travel charged ba want charge wanted cancel flight go better airline prepared give refund even though would given month notice airline black list make ashamed think national airline never book another flight ba priority seat booking unless paid another extra priority boarding booked seat mysteriously changed check e ba emailed confirm change booking say change make change premium economy wedged like sardine seat wider economy inch extra leg room kind joke double check economy one seat difference row tough chicken meal diabolical cabin light bulkhead luggage bin jammed would go sleep whatsoever really see necessity light anyhow non smoking light tv screen light give emit sufficient light anyway ended paying extra nothing extremely disappointed flight day previously flew premium economy virgin atlantic return barbados difference ba virgin world apart
